
Naive Bayes Classifier

                 Class
Attribute          CYT    NUC    MIT    ME3    ME2    ME1    EXC    VAC    POX    ERL
  PRC6_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRI1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRI2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PROB_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PROC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR16_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR18_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR19_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR02_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR21_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR22_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR28_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR38_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR39_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR04_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR05_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR06_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR08_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PR09_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRC8_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRC5_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRC3_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRC9_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRT1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DPSD_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SNM1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PTM1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  PTP1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PTP2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PTR2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PUB1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRCF_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRCZ_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PUT1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PUT2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PUT3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PUT4_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PYC1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PYC2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  KPYK_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UCRX_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UCR2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UCR6_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UCRQ_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UCR8_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UCR9_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAD1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA10_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA14_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA16_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA18_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAD2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA23_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA26_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAD3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAD4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAD5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA50_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA51_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA52_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA54_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA55_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RA57_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UBC2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAD7_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAD9_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SRS2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAM1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAM2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAS1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAS2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RAT1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RCA1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  REB1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R102_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R104_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R114_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RED1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RER1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  DPOX_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RFA1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RFA2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RFA3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RFC2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RFC3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RFC4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RFT1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RGM1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RHO1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RHO2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RIF1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RIM1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RIM2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  UCRI_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RME1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RNA1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RN12_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RN14_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RN15_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ROX1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ROX3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS3A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS3B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R13A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL18_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS24_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R17A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R17B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R61A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPA9_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPA2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPA1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPA3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPBX_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPBY_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB7_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB8_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB9_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPCX_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPC2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPC9_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPC8_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPC6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPC5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPC4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPC3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPD3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL1_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL15_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R14A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R14B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL12_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL16_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL1A_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R16A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R16B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL17_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL19_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL25_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL27_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL2_YEAST         3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL3A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL3B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL3E_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL34_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R37A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R37B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL44_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL46_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL41_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL4A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL4B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL6_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL71_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL9_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RLA0_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RLA1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RLA2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RLA3_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RLA4_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPM2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPB1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPC1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RPOM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS6_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R19A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R19B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS41_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS15_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS22_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS21_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R26A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R26B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R271_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R272_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS28_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS3_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS31_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS33_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS37_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS4E_YEAST        3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RS8_YEAST         3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RRN6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RRN7_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RTG1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R161_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R167_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RSD1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  FIMB_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SAC7_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SAG1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  SAR1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC25_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SCJ1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PRCI_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TAT2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SCO1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  S160_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DHSA_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  DHSB_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SDH3_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SDH4_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SDHL_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SEC1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC11_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  SC12_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  SC13_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC14_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC15_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC17_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC18_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SEC2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC20_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  SC21_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC22_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  SC23_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SEC4_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PMM_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC59_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SEC6_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  S61A_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC62_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  NPL1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC65_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SC66_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  SEC7_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  SC72_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SEC8_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SEC9_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  TRAM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SED1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  SED4_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SED5_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SEN1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SEN2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SYSC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SFL1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SFP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  AMYG_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  SGE1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  SHM1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  GLYM_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  GLYC_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SHR3_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  SIC1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  NOT4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIN3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIN4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIP2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIR1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIR2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIR3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIR4_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIS1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SIS2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SKI3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SKN1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SKN7_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SKO1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SLA1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SLA2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  PLSC_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  SLN1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SLU7_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SLY1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SLY4_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  SMC1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SMC2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  SMD1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
